Date,Price,Open,High,Low,Vol.,Volume,Change %
2016-03-09,"25,885.31","25,755.01","25,892.29","25,755.01",,#VALUE!,0.51%
2016-03-08,"25,755.01","25,890.94","25,978.12","25,510.43",,#VALUE!,-0.53%
2016-03-07,"25,890.94","25,821.90","25,891.28","25,793.64",,#VALUE!,0.27%
2016-03-04,"25,820.10","25,817.68","25,819.75","25,731.27",,#VALUE!,0.01%
2016-03-03,"25,816.29","25,396.83","25,816.29","25,342.52",,#VALUE!,1.65%
2016-03-02,"25,396.83","24,838.31","25,560.26","24,838.31",,#VALUE!,2.25%
2016-03-01,"24,838.31","24,570.73","24,846.12","24,436.97",,#VALUE!,1.09%
2016-02-29,"24,570.73","24,228.79","24,574.16","24,181.51",,#VALUE!,1.41%
2016-02-26,"24,228.79","24,042.73","24,234.04","24,034.28",,#VALUE!,0.77%
2016-02-25,"24,042.73","23,883.34","24,078.10","23,872.14",,#VALUE!,0.67%
2016-02-24,"23,883.34","24,090.98","24,091.01","23,881.05",,#VALUE!,-0.86%
2016-02-23,"24,090.98","24,423.37","24,437.75","24,066.36",,#VALUE!,-1.36%
2016-02-22,"24,423.37","24,432.51","24,478.02","24,394.89",,#VALUE!,-0.04%
2016-02-19,"24,432.51","24,261.69","24,445.18","24,256.81",,#VALUE!,0.70%
2016-02-18,"24,261.69","24,056.12","24,262.04","24,003.30",,#VALUE!,0.85%
2016-02-17,"24,056.12","24,514.91","24,543.32","24,049.10",,#VALUE!,-1.87%
2016-02-16,"24,514.91","24,827.50","24,828.90","24,511.38",,#VALUE!,-1.26%
2016-02-15,"24,827.50","24,689.69","24,845.69","24,375.10",,#VALUE!,0.56%
2016-02-12,"24,689.69","24,664.89","24,893.66","24,446.27",,#VALUE!,0.10%
2016-02-11,"24,664.89","24,135.40","24,671.82","24,135.40",,#VALUE!,2.19%
2016-02-10,"24,135.40","23,981.09","24,135.40","23,933.23",,#VALUE!,0.64%
2016-02-09,"23,981.09","23,977.10","23,981.09","23,589.16",,#VALUE!,0.02%
2016-02-08,"23,977.17","23,501.87","23,977.17","23,461.97",,#VALUE!,2.02%
2016-02-05,"23,501.87","23,532.29","23,656.73","23,353.84",,#VALUE!,-0.07%
2016-02-04,"23,517.19","23,605.89","23,715.84","23,384.75",,#VALUE!,-0.38%
2016-02-03,"23,605.89","23,834.87","23,878.02","23,537.43",,#VALUE!,-0.96%
2016-02-02,"23,834.87","23,826.76","23,865.58","23,723.94",,#VALUE!,0.03%
2016-02-01,"23,826.76","23,916.15","24,168.39","23,784.32",,#VALUE!,-0.37%
2016-01-29,"23,916.15","23,598.85","23,923.26","23,598.85",,#VALUE!,1.34%
2016-01-28,"23,598.85","23,333.34","23,667.82","23,333.34",,#VALUE!,1.14%
2016-01-27,"23,333.34","23,832.03","23,832.03","23,311.95",,#VALUE!,-2.09%
2016-01-26,"23,832.03","23,963.64","23,996.94","23,786.73",,#VALUE!,-0.55%
2016-01-25,"23,963.64","23,826.50","24,145.90","23,821.12",,#VALUE!,0.58%
2016-01-22,"23,826.50","23,686.67","23,826.50","23,484.17",,#VALUE!,0.59%
2016-01-21,"23,686.67","23,335.01","23,687.13","23,335.01",,#VALUE!,1.51%
2016-01-20,"23,335.01","22,456.32","23,384.57","22,456.32",,#VALUE!,3.91%
2016-01-19,"22,456.32","22,550.83","22,557.59","22,330.96",,#VALUE!,-0.42%
2016-01-18,"22,550.83","23,514.04","23,514.04","22,547.72",,#VALUE!,-4.10%
2016-01-15,"23,514.04","24,239.98","24,239.98","23,371.54",,#VALUE!,-2.99%
2016-01-14,"24,239.98","25,103.05","25,103.05","24,223.22",,#VALUE!,-3.44%
2016-01-13,"25,103.05","26,034.93","26,094.44","25,071.57",,#VALUE!,-3.58%
2016-01-12,"26,034.93","26,350.18","26,400.35","26,024.39",,#VALUE!,-1.20%
2016-01-11,"26,350.18","27,028.39","27,070.40","26,303.70",,#VALUE!,-2.51%
2016-01-08,"27,028.39","27,266.18","27,275.24","26,628.27",,#VALUE!,-0.87%
2016-01-07,"27,266.18","27,180.76","27,266.18","26,702.22",,#VALUE!,0.31%
2016-01-06,"27,180.76","28,102.14","28,131.70","27,129.00",,#VALUE!,-3.28%
2016-01-05,"28,102.14","28,370.32","28,373.15","28,079.08",,#VALUE!,-0.95%
2016-01-04,"28,370.32","28,642.25","28,707.29","28,350.59",,#VALUE!,-0.95%
2015-12-31,"28,642.25","27,777.83","28,642.25","27,690.00",,#VALUE!,3.11%
2015-12-30,"27,777.83","26,763.24","27,777.83","26,762.14",,#VALUE!,3.79%
2015-12-29,"26,763.24","26,871.24","26,963.39","26,476.17",,#VALUE!,-0.40%
2015-12-23,"26,871.24","26,918.22","26,963.08","26,742.05",,#VALUE!,-0.17%
2015-12-22,"26,918.22","26,728.64","26,918.22","26,565.26",,#VALUE!,0.71%
2015-12-21,"26,728.64","26,537.36","26,728.64","26,493.64",,#VALUE!,0.72%
2015-12-18,"26,537.36","26,952.44","26,992.50","26,528.42",,#VALUE!,-1.54%
2015-12-17,"26,953.05","26,948.43","27,040.07","26,945.93",,#VALUE!,0.02%
2015-12-16,"26,948.43","26,950.76","27,246.84","26,894.20",,#VALUE!,-0.01%
2015-12-15,"26,950.76","27,179.28","27,185.31","26,890.52",,#VALUE!,-0.84%
2015-12-14,"27,179.28","27,269.71","27,334.14","27,140.37",,#VALUE!,-0.33%
2015-12-11,"27,269.71","27,205.72","27,430.35","27,201.86",,#VALUE!,0.23%
2015-12-10,"27,205.95","27,004.50","27,220.48","26,992.94",,#VALUE!,0.75%
2015-12-09,"27,004.50","27,533.03","27,584.39","26,856.37",,#VALUE!,-1.92%
2015-12-08,"27,533.03","27,833.89","28,675.96","27,496.29",,#VALUE!,-1.08%
2015-12-07,"27,833.89","27,631.05","27,833.89","27,332.95",,#VALUE!,0.73%
2015-12-04,"27,631.05","27,559.18","27,633.16","27,505.21",,#VALUE!,0.26%
2015-12-03,"27,559.18","27,287.89","27,561.43","27,270.77",,#VALUE!,0.99%
2015-12-02,"27,287.89","27,314.00","27,384.57","27,201.33",,#VALUE!,-0.10%
2015-12-01,"27,314.00","27,385.69","27,385.69","27,268.07",,#VALUE!,-0.26%
2015-11-30,"27,385.69","27,617.45","27,635.20","27,275.02",,#VALUE!,-0.84%
2015-11-27,"27,617.45","27,697.12","27,739.10","27,592.94",,#VALUE!,-0.29%
2015-11-26,"27,697.12","27,743.92","27,791.89","27,657.81",,#VALUE!,-0.17%
2015-11-25,"27,743.92","27,596.81","27,743.92","27,574.98",,#VALUE!,0.53%
2015-11-24,"27,596.81","27,843.55","27,851.62","27,584.38",,#VALUE!,-0.89%
2015-11-23,"27,843.55","28,131.28","28,276.57","27,843.55",,#VALUE!,-1.02%
2015-11-20,"28,131.28","28,203.20","28,281.89","28,085.14",,#VALUE!,-0.26%
2015-11-19,"28,203.20","28,219.44","28,244.59","28,179.03",,#VALUE!,-0.06%
2015-11-18,"28,219.44","28,351.28","28,373.17","28,207.22",,#VALUE!,-0.47%
2015-11-17,"28,351.28","28,532.81","28,651.68","28,231.53",,#VALUE!,-0.64%
2015-11-16,"28,532.81","28,841.67","28,846.48","28,484.05",,#VALUE!,-1.07%
2015-11-13,"28,841.67","28,798.67","28,846.23","28,715.57",,#VALUE!,0.15%
2015-11-12,"28,798.67","29,014.78","29,034.50","28,778.02",,#VALUE!,-0.74%
2015-11-11,"29,014.78","28,981.12","29,129.49","28,963.73",,#VALUE!,0.12%
2015-11-10,"28,980.07","29,168.04","29,248.49","28,978.92",,#VALUE!,-0.64%
2015-11-09,"29,168.04","29,175.35","29,232.09","29,136.28",,#VALUE!,-0.03%
2015-11-06,"29,175.35","29,030.97","29,180.68","29,013.28",,#VALUE!,0.50%
2015-11-05,"29,030.97","29,032.44","29,106.32","28,999.79",,#VALUE!,-0.01%
2015-11-04,"29,032.44","29,052.87","29,276.26","28,999.74",,#VALUE!,-0.07%
2015-11-03,"29,052.87","29,136.85","29,160.80","29,034.10",,#VALUE!,-0.29%
2015-11-02,"29,136.85","29,177.72","29,273.48","29,061.49",,#VALUE!,-0.14%
2015-10-30,"29,177.72","29,446.95","29,452.13","29,152.82",,#VALUE!,-0.91%
2015-10-29,"29,446.95","29,396.31","29,446.95","29,146.95",,#VALUE!,0.17%
2015-10-28,"29,396.31","29,572.90","29,578.77","29,382.63",,#VALUE!,-0.60%
2015-10-27,"29,572.90","29,828.95","29,828.95","29,366.04",,#VALUE!,-0.86%
2015-10-26,"29,828.95","30,011.89","30,015.06","29,823.24",,#VALUE!,-0.61%
2015-10-23,"30,011.89","30,025.62","30,118.37","29,983.72",,#VALUE!,-0.05%
2015-10-22,"30,025.62","30,199.15","30,243.78","29,975.48",,#VALUE!,-0.57%
2015-10-21,"30,199.15","30,325.11","30,329.23","29,931.55",,#VALUE!,-0.42%
2015-10-20,"30,325.11","30,219.01","30,328.91","30,175.19",,#VALUE!,0.35%
2015-10-19,"30,219.01","29,834.21","30,222.43","29,820.94",,#VALUE!,1.29%
2015-10-16,"29,834.21","29,700.08","29,881.34","29,700.08",,#VALUE!,0.45%
2015-10-15,"29,700.08","29,667.24","29,784.19","29,555.40",,#VALUE!,0.11%
2015-10-14,"29,668.16","30,058.40","30,066.88","29,656.86",,#VALUE!,-1.30%
2015-10-13,"30,058.40","30,231.16","30,265.48","30,058.05",,#VALUE!,-0.57%
2015-10-12,"30,231.16","30,165.22","30,306.29","30,051.80",,#VALUE!,0.22%
2015-10-09,"30,165.19","30,123.20","30,194.08","30,105.66",,#VALUE!,0.14%
2015-10-08,"30,123.20","30,141.06","30,223.71","29,979.90",,#VALUE!,-0.06%
2015-10-07,"30,141.06","30,330.58","30,331.79","30,084.12",,#VALUE!,-0.62%
2015-10-06,"30,330.58","30,405.88","30,405.88","30,213.20",,#VALUE!,-0.25%
2015-10-05,"30,405.88","30,588.41","30,588.41","30,387.37",,#VALUE!,-0.60%
