Date,Price,Open,High,Low,Vol.,Volume,Change %
2018-01-12,"42,898.90","43,041.54","43,670.57","42,636.87",1.39B,1390000000,-0.33%
2018-01-11,"43,041.54","41,816.11","43,269.41","41,813.37",1.16B,1160000000,2.93%
2018-01-10,"41,816.11","40,366.22","41,816.11","40,366.22",1.09B,1090000000,3.60%
2018-01-09,"40,362.97","39,849.65","40,485.54","39,688.04",770.89M,770890000,1.29%
2018-01-08,"39,849.65","38,923.26","39,851.45","38,908.12",604.53M,604530000,2.38%
2018-01-05,"38,923.26","38,676.12","39,113.68","38,676.12",753.29M,753290000,0.64%
2018-01-04,"38,676.12","38,187.28","38,848.31","38,182.94",825.13M,825130000,1.28%
2018-01-03,"38,187.28","38,264.79","38,579.51","38,187.28",580.71M,580710000,-0.20%
2018-01-02,"38,264.79","38,243.19","38,268.82","37,646.88",248.48M,248480000,0.06%
2017-12-29,"38,243.19","37,990.74","38,243.19","37,990.74",536.85M,536850000,0.66%
2017-12-28,"37,990.74","37,889.57","37,991.55","37,862.35",322.31M,322310000,0.27%
2017-12-27,"37,889.57","38,522.14","38,547.98","37,889.57",416.99M,416990000,-1.64%
2017-12-22,"38,522.14","38,350.64","38,522.14","38,323.15",204.47M,204470000,0.45%
2017-12-21,"38,350.64","37,933.86","38,350.64","37,790.07",429.38M,429380000,1.10%
2017-12-20,"37,933.86","37,783.76","37,933.86","37,661.17",207.80M,207800000,0.40%
2017-12-19,"37,783.76","37,957.96","37,960.62","37,783.76",649.58M,649580000,-0.46%
2017-12-18,"37,957.96","38,436.08","38,486.26","37,871.65",202.00M,202000000,-1.24%
2017-12-15,"38,436.08","37,933.70","38,436.08","37,794.83",425.26M,425260000,1.32%
2017-12-14,"37,933.70","38,534.64","38,539.91","37,840.14",289.26M,289260000,-1.56%
2017-12-13,"38,534.64","38,924.63","38,945.09","38,514.43",323.94M,323940000,-1.00%
2017-12-12,"38,924.63","38,913.99","39,104.09","38,836.25",462.67M,462670000,0.03%
2017-12-11,"38,913.99","39,257.53","39,292.21","38,891.25",350.58M,350580000,-0.88%
2017-12-08,"39,257.53","39,534.14","39,656.53","39,231.97",530.06M,530060000,-0.70%
2017-12-07,"39,534.14","39,075.30","39,623.52","39,075.30",1.06B,1060000000,1.17%
2017-12-06,"39,075.30","38,494.43","39,111.28","38,494.43",703.64M,703640000,1.51%
2017-12-05,"38,494.43","37,974.58","38,515.91","37,970.44",522.30M,522300000,1.37%
2017-12-04,"37,974.58","37,944.60","38,023.27","37,913.99",500.19M,500190000,0.08%
2017-11-30,"37,944.60","37,709.20","38,057.71","37,709.20",495.32M,495320000,0.62%
2017-11-29,"37,709.20","37,503.73","37,716.14","37,466.50",441.81M,441810000,0.55%
2017-11-28,"37,503.73","37,250.78","37,541.88","37,212.61",1.10B,1100000000,0.68%
2017-11-27,"37,250.78","37,365.91","37,393.29","37,269.55",942.72M,942720000,-0.31%
2017-11-24,"37,365.91","36,688.75","37,374.88","36,677.42",870.58M,870580000,1.85%
2017-11-23,"36,688.75","36,608.76","36,984.36","36,592.26",513.80M,513800000,0.22%
2017-11-22,"36,608.76","36,600.07","36,693.59","36,563.48",261.88M,261880000,0.02%
2017-11-21,"36,600.07","36,792.60","36,864.64","36,579.63",257.93M,257930000,-0.52%
2017-11-20,"36,792.60","36,703.58","36,800.85","36,599.99",208.71M,208710000,0.24%
2017-11-17,"36,703.58","36,634.89","36,766.24","36,615.55",1.83B,1830000000,0.19%
2017-11-16,"36,634.89","36,617.45","36,679.93","36,541.90",217.75M,217750000,0.05%
2017-11-15,"36,617.45","36,617.45","36,617.45","36,617.45",,#VALUE!,-0.91%
2017-11-14,"36,953.41","37,312.28","37,345.70","36,996.54",,#VALUE!,-0.96%
2017-11-13,"37,312.28","37,120.28","37,314.36","36,843.04",207.77M,207770000,0.52%
2017-11-10,"37,120.28","37,051.54","37,121.51","36,963.86",175.27M,175270000,0.19%
2017-11-09,"37,051.54","37,138.97","37,156.28","36,932.48",175.75M,175750000,-0.24%
2017-11-08,"37,138.97","37,013.57","37,138.97","36,965.05",193.47M,193470000,0.34%
2017-11-07,"37,013.57","36,930.83","37,063.04","36,907.07",305.17M,305170000,0.22%
2017-11-06,"36,930.83","36,939.59","37,014.89","36,910.49",466.52M,466520000,-0.02%
2017-11-03,"36,939.59","36,877.15","37,009.46","36,834.34",361.05M,361050000,0.17%
2017-11-02,"36,877.15","36,887.20","36,912.54","36,682.40",318.15M,318150000,-0.03%
2017-11-01,"36,887.20","36,680.29","36,888.04","36,427.31",249.35M,249350000,0.56%
2017-10-31,"36,680.29","36,484.30","36,681.46","36,144.63",259.08M,259080000,0.54%
2017-10-30,"36,484.30","36,462.26","36,484.30","36,203.89",174.53M,174530000,0.06%
2017-10-27,"36,462.26","36,517.48","36,530.55","36,310.20",250.88M,250880000,-0.15%
2017-10-26,"36,517.48","36,622.85","36,640.07","36,438.60",356.72M,356720000,-0.29%
2017-10-25,"36,622.85","36,531.62","36,754.39","36,531.62",333.00M,333000000,0.25%
2017-10-24,"36,531.62","36,411.73","36,551.39","36,406.89",199.86M,199860000,0.33%
2017-10-23,"36,411.73","36,587.31","36,596.66","35,825.05",253.54M,253540000,-0.48%
2017-10-20,"36,587.31","36,645.65","36,683.58","36,583.21",106.54M,106540000,-0.16%
2017-10-19,"36,645.65","36,641.52","36,663.33","36,611.37",140.87M,140870000,0.01%
2017-10-18,"36,641.52","36,669.61","36,702.17","36,634.01",198.63M,198630000,-0.08%
2017-10-17,"36,669.61","36,970.81","36,970.81","36,668.42",211.87M,211870000,-0.81%
2017-10-16,"36,970.81","36,848.17","37,041.52","36,833.89",214.96M,214960000,0.33%
2017-10-13,"36,848.17","36,732.24","36,868.25","36,731.09",159.61M,159610000,0.32%
2017-10-12,"36,732.24","36,652.99","36,732.24","36,619.78",443.68M,443680000,0.22%
2017-10-11,"36,652.82","36,776.60","36,776.60","36,620.52",336.38M,336380000,-0.34%
2017-10-10,"36,776.60","36,831.93","36,846.77","36,747.68",353.19M,353190000,-0.15%
2017-10-09,"36,831.93","36,321.81","36,888.73","36,320.29",262.16M,262160000,1.41%
2017-10-06,"36,320.98","35,773.69","36,350.14","35,772.70",367.07M,367070000,1.53%
2017-10-05,"35,773.98","35,358.57","35,773.98","35,155.08",296.82M,296820000,1.17%
2017-10-04,"35,358.57","35,306.09","35,500.23","35,272.84",174.07M,174070000,0.15%
2017-10-03,"35,306.09","35,439.98","35,475.59","35,262.26",634.33M,634330000,-0.38%
2017-09-29,"35,439.98","35,430.30","35,469.12","35,350.17",235.82M,235820000,0.03%
2017-09-28,"35,429.31","35,103.40","35,433.52","34,847.79",337.35M,337350000,0.93%
2017-09-27,"35,103.40","34,951.27","35,170.70","34,653.22",136.40M,136400000,0.44%
2017-09-26,"34,951.27","35,358.73","35,420.53","34,876.87",298.53M,298530000,-1.16%
2017-09-25,"35,361.52","35,488.81","35,488.81","35,246.52",107.15M,107150000,-0.36%
2017-09-22,"35,488.81","35,188.97","35,490.84","35,187.24",192.20M,192200000,0.85%
2017-09-21,"35,188.97","35,207.89","35,411.85","35,128.03",429.22M,429220000,-0.05%
2017-09-20,"35,207.89","34,846.82","35,207.89","34,729.78",137.34M,137340000,1.04%
2017-09-19,"34,846.82","34,873.07","34,883.22","34,734.21",174.66M,174660000,-0.08%
2017-09-18,"34,873.07","35,005.57","35,105.67","34,744.96",162.73M,162730000,-0.38%
2017-09-15,"35,005.57","35,659.72","35,676.51","34,976.50",160.14M,160140000,-1.84%
2017-09-14,"35,660.04","35,464.34","35,713.91","35,448.01",128.31M,128310000,0.55%
2017-09-13,"35,464.34","35,397.52","35,464.34","35,221.27",119.89M,119890000,0.19%
2017-09-12,"35,397.52","35,664.94","35,665.61","35,364.73",373.49M,373490000,-0.75%
2017-09-11,"35,664.94","35,957.24","36,030.89","35,621.00",114.72M,114720000,-0.80%
2017-09-08,"35,953.44","36,112.37","36,175.23","35,901.02",152.47M,152470000,-0.44%
2017-09-07,"36,112.37","35,605.30","36,141.70","35,559.76",222.67M,222670000,1.41%
2017-09-06,"35,609.07","35,403.92","35,745.70","35,348.94",281.84M,281840000,0.58%
2017-09-05,"35,403.92","35,504.62","35,521.10","35,326.19",59.50M,59500000,-0.28%
2017-08-31,"35,504.62","35,629.13","35,629.97","35,417.16",202.37M,202370000,-0.35%
2017-08-30,"35,629.13","36,166.16","36,169.04","35,515.11",239.91M,239910000,-1.48%
2017-08-29,"36,165.93","36,317.31","36,320.58","35,747.97",144.45M,144450000,-0.42%
2017-08-28,"36,317.31","36,646.46","36,651.25","36,241.81",348.11M,348110000,-0.90%
2017-08-25,"36,646.46","36,575.86","36,648.59","36,491.93",422.45M,422450000,0.19%
2017-08-24,"36,575.86","37,063.41","37,063.47","36,538.95",238.16M,238160000,-1.30%
2017-08-23,"37,059.21","36,962.48","37,088.44","36,886.32",264.28M,264280000,0.26%
2017-08-22,"36,962.48","36,584.44","37,074.42","36,572.06",144.31M,144310000,1.03%
2017-08-21,"36,584.44","36,920.56","37,050.00","36,550.28",368.38M,368380000,-0.91%
2017-08-18,"36,920.56","36,316.58","36,923.71","36,267.39",236.62M,236620000,1.66%
2017-08-17,"36,316.58","36,102.38","36,364.81","35,871.31",225.14M,225140000,0.59%
2017-08-16,"36,102.38","37,096.60","37,097.26","36,008.56",224.77M,224770000,-2.68%
2017-08-15,"37,096.60","37,950.96","37,954.43","37,007.13",391.63M,391630000,-2.25%
2017-08-14,"37,950.96","38,198.60","38,241.67","37,949.49",316.11M,316110000,-0.65%
2017-08-11,"38,198.60","38,102.85","38,227.10","38,102.85",353.64M,353640000,0.25%
2017-08-10,"38,102.85","38,144.02","38,185.32","37,944.91",362.67M,362670000,-0.11%
2017-08-09,"38,144.02","37,999.56","38,186.79","37,961.43",328.65M,328650000,0.38%
2017-08-08,"37,999.56","37,525.38","38,005.80","37,451.09",218.21M,218210000,1.26%
2017-08-07,"37,525.38","37,425.15","37,584.48","37,292.56",254.48M,254480000,0.27%
2017-08-04,"37,425.15","37,135.23","37,476.69","37,096.68",515.48M,515480000,0.78%
2017-08-03,"37,135.23","36,905.06","37,135.67","36,901.21",279.15M,279150000,0.62%
2017-08-02,"36,905.06","36,720.62","36,905.06","36,252.17",251.01M,251010000,0.50%
2017-08-01,"36,720.62","35,847.75","36,728.33","35,444.00",433.55M,433550000,2.43%
2017-07-31,"35,847.75","36,881.74","36,933.43","35,793.63",490.16M,490160000,-2.76%
2017-07-28,"36,864.71","37,245.17","37,655.46","36,506.35",525.52M,525520000,-1.02%
2017-07-27,"37,245.17","36,740.77","37,258.33","36,704.65",542.80M,542800000,1.37%
2017-07-26,"36,740.77","35,533.00","36,794.22","35,504.88",335.33M,335330000,3.40%
2017-07-25,"35,533.00","34,652.52","35,597.13","34,652.52",513.44M,513440000,2.54%
2017-07-24,"34,652.52","34,020.37","34,685.40","33,999.14",293.75M,293750000,1.86%
2017-07-21,"34,020.37","33,695.83","34,045.15","33,692.29",378.19M,378190000,0.96%
2017-07-20,"33,695.83","33,514.93","33,702.61","33,435.98",191.43M,191430000,0.54%
2017-07-19,"33,514.93","33,436.61","33,658.67","33,436.61",331.43M,331430000,0.23%
2017-07-18,"33,436.61","33,301.43","33,436.61","33,222.98",323.54M,323540000,0.41%
2017-07-17,"33,301.43","33,261.66","33,373.36","33,052.13",322.81M,322810000,0.12%
2017-07-14,"33,261.66","33,246.91","33,301.53","33,183.36",311.61M,311610000,0.04%
2017-07-13,"33,246.91","32,981.63","33,257.19","32,981.29",288.86M,288860000,0.80%
2017-07-12,"32,981.63","32,827.98","32,981.63","32,812.72",270.86M,270860000,0.47%
2017-07-11,"32,827.98","32,614.60","32,910.31","32,546.08",218.76M,218760000,0.63%
2017-07-10,"32,620.84","32,459.37","32,644.88","32,432.59",182.07M,182070000,0.50%
2017-07-07,"32,459.17","32,354.78","32,459.17","32,219.72",212.38M,212380000,0.32%
2017-07-06,"32,354.78","32,302.32","32,354.78","32,149.69",168.51M,168510000,0.16%
2017-07-05,"32,302.32","32,410.20","32,411.70","32,210.20",311.38M,311380000,-0.33%
2017-07-04,"32,410.20","32,769.80","32,770.59","32,406.84",206.18M,206180000,-1.10%
2017-07-03,"32,769.83","33,117.48","33,132.44","32,748.60",162.34M,162340000,-1.05%
2017-06-30,"33,117.48","33,269.84","33,275.64","32,758.94",345.54M,345540000,-0.46%
2017-06-29,"33,269.84","32,657.30","33,269.84","32,657.30",431.16M,431160000,1.88%
2017-06-28,"32,657.30","32,122.14","32,662.34","32,065.66",386.24M,386240000,1.67%
2017-06-23,"32,122.14","32,928.04","32,952.38","32,102.86",417.53M,417530000,-2.45%
2017-06-22,"32,928.44","33,482.61","33,501.68","32,450.30",509.61M,509610000,-1.64%
2017-06-21,"33,477.89","34,381.70","34,384.70","33,397.48",508.61M,508610000,-2.61%
2017-06-20,"34,375.60","34,134.67","34,375.60","33,689.78",392.27M,392270000,0.70%
2017-06-19,"34,135.10","33,810.96","34,146.51","33,810.96",482.52M,482520000,0.96%
2017-06-16,"33,810.56","33,797.84","33,863.69","33,567.76",493.24M,493240000,0.04%
2017-06-15,"33,797.84","33,598.20","33,983.89","33,494.29",573.60M,573600000,0.59%
2017-06-14,"33,598.20","33,141.85","33,602.39","33,091.26",759.05M,759050000,1.38%
2017-06-13,"33,141.85","33,235.28","33,257.60","33,095.90",408.72M,408720000,-0.29%
2017-06-12,"33,236.70","33,276.68","33,445.99","32,962.16",501.08M,501080000,-0.12%
2017-06-09,"33,276.68","32,937.98","33,280.18","32,937.98",686.30M,686300000,1.03%
2017-06-08,"32,937.98","32,686.72","33,119.12","32,686.72",528.14M,528140000,0.77%
2017-06-07,"32,686.72","32,200.38","32,686.72","31,624.16",497.11M,497110000,1.51%
2017-06-06,"32,200.38","32,578.38","32,751.69","31,978.10",744.88M,744880000,-1.16%
2017-06-05,"32,578.38","31,371.63","32,666.13","31,371.63",640.44M,640440000,3.85%
2017-06-02,"31,371.63","30,314.14","31,373.98","30,314.14",708.41M,708410000,3.49%
2017-06-01,"30,314.14","29,498.31","30,314.14","29,498.31",434.43M,434430000,2.77%
2017-05-31,"29,498.31","29,276.59","29,534.11","28,959.58",343.19M,343190000,0.74%
2017-05-30,"29,281.04","29,065.86","29,512.26","29,065.86",832.52M,832520000,0.74%
2017-05-26,"29,064.52","28,467.61","29,102.03","28,467.61",725.53M,725530000,2.10%
2017-05-25,"28,467.61","28,286.43","28,514.31","28,245.88",418.94M,418940000,0.64%
2017-05-24,"28,286.43","28,093.30","28,329.03","28,093.30",311.28M,311280000,0.69%
2017-05-23,"28,093.30","28,078.30","28,209.79","28,047.66",212.69M,212690000,0.05%
2017-05-22,"28,078.30","28,113.38","28,228.45","28,036.40",208.34M,208340000,-0.12%
2017-05-19,"28,113.44","28,101.63","28,154.52","27,994.01",305.97M,305970000,0.04%
2017-05-18,"28,101.63","27,900.44","28,129.64","27,863.23",353.14M,353140000,0.72%
2017-05-17,"27,900.44","27,609.67","27,901.29","27,609.51",371.46M,371460000,1.05%
2017-05-16,"27,609.67","27,513.69","27,615.28","27,277.10",569.18M,569180000,0.35%
2017-05-15,"27,513.69","28,192.46","28,227.09","27,492.41",670.96M,670960000,-2.41%
2017-05-12,"28,192.46","28,423.70","28,873.44","28,190.38",1.06B,1060000000,-0.81%
2017-05-11,"28,423.70","27,546.68","28,608.94","27,546.68",801.07M,801070000,3.18%
2017-05-10,"27,546.68","26,756.21","27,722.48","26,707.37",584.12M,584120000,2.95%
2017-05-09,"26,756.21","26,418.33","26,772.21","26,411.03",539.21M,539210000,1.28%
2017-05-08,"26,419.17","26,235.63","26,428.42","26,175.10",267.64M,267640000,0.70%
2017-05-05,"26,235.63","26,166.80","26,256.35","26,124.81",442.83M,442830000,0.26%
2017-05-04,"26,166.80","26,116.79","26,166.80","25,998.22",255.60M,255600000,0.19%
2017-05-03,"26,117.15","25,965.18","26,122.02","25,963.28",264.49M,264490000,0.59%
2017-05-02,"25,965.18","25,758.51","25,977.23","25,751.57",191.02M,191020000,0.77%
2017-04-28,"25,767.26","25,753.00","25,893.91","25,639.34",366.47M,366470000,0.06%
2017-04-27,"25,753.00","25,620.94","25,804.14","25,618.26",360.01M,360010000,0.52%
2017-04-26,"25,620.94","25,818.87","25,903.52","25,611.80",255.70M,255700000,-0.77%
2017-04-25,"25,818.87","25,747.05","25,857.10","25,745.47",127.42M,127420000,0.28%
2017-04-24,"25,747.05","25,189.37","25,785.63","25,159.24",211.76M,211760000,2.21%
2017-04-21,"25,189.37","25,282.75","25,318.02","25,177.28",171.60M,171600000,-0.39%
2017-04-20,"25,288.11","25,331.77","25,342.03","25,245.51",147.89M,147890000,-0.17%
2017-04-19,"25,331.77","25,207.07","25,331.77","25,181.14",232.30M,232300000,0.45%
2017-04-18,"25,218.12","25,510.17","25,510.17","25,213.80",246.09M,246090000,-1.14%
